escola;genero;ano;enredo;letra
Porto da Pedra;Sambra-Enredo;2011;;"Um pedaço de papel. Pano, cores, ilusão. Vai girando o carrossel. Nas asas da imaginação. Clara, a menina dos meus olhos. Criadora do impossível, sonhadora feito eu. Em tudo que ela escreveu. Um aprendiz de feiticeiro a formular o amor. E a princesa recebeu a flor. A fera foi pra outra dimensão. Amigo de Deus, Noé entendeu. O mundo em transformação.
A bruxa boa vem aí, eu quero ver!. Osaboroso elixir, eu vou provar!. No vento vendaval da liberdade,. Um samba de verdade vai passar.
Quem não sonhou jamais amou. Não sabe o que é se libertar. Não viu o trem, nem o colar…. O sonho vem pra quem sonhar!. Vai, vai, vai, vai, vence logo esse medo. Prega uma peça à esperança…. Vem no galopé o corcel, feito azul do céu. E a magia da criança. Em busca da alegria, seu poder de transformar. Criando sonhos, recriando a fantasia a brincar.
No tablado consagrando a criação. É a arte, vida em transformação. Meu tigre chegou, aplausos no ar. É Clara que me faz sonhar!."
Primeira da Cidade Líder;Samba-Enredo;2019;;"Vou festejar, eu sou brasileiro. Lugar melhor não há. Tenho alegria pra sambar o ano inteiro. Cidade Líder é o meu lugar.
Meu Brasil, encantou o olhar do conquistador. Gigante Brasil, te emoldurando o criador foi tão gentil. Desde mil e quinhentos, é o maior carnaval. A tribo da folia comandada por Cabral. E eu vou, no cordão da fé. Pra quem é de amém pra quem é de axé. Unindo toda crença, tem festa no mar. Água de cheiro pro Bonfim abençoar.
Vem forrozear a noite inteira. Acende a fogueira, festejando São João. Vem forrozear a noite inteira. Num céu de estrelas, enfeitado de balão.
No coração da floresta. A força dos guerreiros Parintins. Nessa avenida um Brasil de norte a Sul. Tem boi-bumbá e maracatu. Descendo a ladeira no frevo eu vou. Vi brilhar um arco-íris de amor. É carnaval, a emoção invade a alma do sambista. Que tem orgulho de vestir a fantasia. E cair nessa folia."
Primos da Ilha;Samba-Enredo;2019;;"A minha ilha canta igualdade. Teu lindo céu declara liberdade. No arco-íris que reluz amor. Em busca do tesouro eu vou.
Viajar. Num sonho tão lindo. Tecendo um destino de esperança. Vem ser. Mais uma voz à clamar por respeito. A resistência supera o medo. Eterno desejo de paz. Pra vencer e ter coragem de seguir em frente. A união fortalece a gente.
Somos todos iguais.
Qual será a cura da estupidez?. Meu samba é a luz da consciência. Deixo o Sol entrar, as trevas não tem vez. Um basta na violência!.
Senhor!. Perdoa os filhos teus, tem piedade!. A hipocrisia alimenta a crueldade. Sinto na pele, na atitude e no olhar. O preconceito fere direitos. E atrevido bato o meu tambor. Pelo fim da intolerância, um mundo multicor. Há outra forma de viver a fé. Na comunhão entre o amém e o axé."
Protegidos da Princesa;Samba-Enredo;2017;;"Eu sou o samba de verdade e pé no chão. Minha tribo é resistência e tradição. Antes de falar por aí que é o maior. Pede a bênção na aldeia do Mocotó.
Recomendo juízo pra desafiar. Eu trago a força dos ancestrais. O meu povo tem o dom de renascer. E não se curvar jamais. Em meio ao esplendor da floresta. Emergiu das águas, sobrenatural. Origem dos filhos do Uaupés. Entre cascatas e igarapés. Do amor... da bela índia e a serpente. Paixão proibida e envolvente. Nasceu um mito, meio cobra, meio gente.
Um mistério na mata eu vi. Unurato se transformar. A maldade do branco ferir. E foi-se embora pra um dia voltar.
Por esse tal Brasil. Selvas de pedra tão gigantes ele viu. Fantasiado em diamantes reluziu. O meu delírio tropical. E então na alvorada onde um cacique manda. Ergueu taba concreta e insana,. Uma nova capital. Bateram no seu peito a saudade e a missão. De construir nas profundezas outra civilização.
Índio vai voltar pra sua terra. Índio traz a paz no seu canto de guerra."
Protegidos da Princesa Isabel;Samba Enredo;2010;;"A protegidos é minha vida. Sacode bateria faz a massa delirar. Sou um guerreiro do teu pavilhão. Declaro a Novo Hamburgo. Meu amor, minha paixão.
Epopéia. Terra onde o índio era o guardião. O negro derramou o seu suor. Germinando o progresso nesse chão (e da Europa...). Imigrantes colonizadores. Trouxeram na bagagem vocações. Santuário de beleza singular. Saga de conquista a prosperar.
Hoje.... Capital nacional do calçado. Iluminado o teu legado. Que nos faz cantar. Hoje.... Nessa avenida o sonho se torna real. Encanta o nosso carnaval.
No embalo do trem... Eu vou. Cair no samba com a minha tricolor. Indústria, comércio e educação. Fenac, orgulho desse chão.
Arquitetura conserva a memória. Relíquia da história. Raiz e esplendor. Do vale dos sinos a todo Brasil. No mundo reconhece o teu valor. “Nóia”... Carinhosamente eu te chamo amor. Entre a serra e o mar um povo lutador. O lugar dos sonhos para se viver. São 40 anos da mais linda união. Que faz pulsar meu coração."
Prova de Fogo;Samba-Enredo;2006;;"Axé baiana. Tão linda, tão bela. Vem aí prova de fogo. Perfumando a passarela.
Mistérios. Vou desvendar nessa avenida. A minha escola é a mais querida. Traz a essência, essa glória. Aos deuses, pairava no ar o aroma. O homem acendeu esta chama em busca do divino. E desde a antiguidade. O perfume segue em frente seu destino.
A fragrância das flores exalam. Encantos, magia. Esse cheiro embriagador. Gostoso como um sonho de amor.
Desbravando continentes. Piratas cobiçavam este tesouro. Que pouco a pouco expandia. Em cada civilização. É medicinal, era a solução. E vem de lá pra cá em perfeita harmonia. O perfume resistia, conquistando corações. Seduziu e a coroa perfumava. A indústria se modernizava. Uma era tão sonhada nessa terra mãe gentil!.
Deu vida. Novas formas de beleza. Uma fonte de riqueza. A tecnologia do Brasil."
Real Mocidade Santista;Samba Enredo;2015;;"Um elo de amor invade esse chão. Sentimento real, na pureza das mãos. Da ferida aberta, o cravo brotou. Sublime “ação do coração”.
O cupido então flechou. Unindo os casais,. Geração de vida. Com amor de mãe. Meu coração acelera a batida. Infância, é criança à reinar. Brincando faz a arte despertar. No palco a vida encenou. Viajando pelo mundo o artista assim sonhou. Ao lembrar sua partida. Uma linda homenagem se concretizou.
Vem semear, colher, compartilhar. Ato de grande valor. A energia dessa emoção. Trago nas cores do meu pavilhão.
Historias pra contar. Ao som da melodia. Na praça a fraternidade,. Vejo a cidade enaltecer no grande dia. Facho de luz que bate fundo em nosso peito,. Dignidade e respeito. Transforma “o outro” em irmão. Nobre intenção na “boa ação” que o mundo viu. Quanta felicidade por vários cantos do brasil."
Real Mocidade Santista;Samba-Enredo;2019;;"Bate o tambor pra ecoar. Tem quizomba no terreiro do samba. Na força dos orixás sou carregado de axé. Axé, real'mbanda.
Mojubá, Laroyê Exú, caboclo Okê Arô. Peço licença pra mostrar teu valor. À luz do luar pai Zélio chegou. Na mesa a rosa branca. Traz energia diante dos irmãos. O sete encruzilhada manifesta. O poder da fé e esperança. Seguindo com seu ideal. Quebrando a corrente do mal. Na luta contra intolerância.
É feito um cristal que faz brotar. A água da terra, o fogo no ar. Espalhando conhecimento e amor. Girando no congá.
Vamos dar as mãos. Mostrar ao mundo quem somos nós. Na ginga sou malandro e boiadeiro. O Erê brincando por todo terreiro. Um preto véio a me guiar, vestido de branco, eu vou. Levando paz ao mundo inteiro. Umbanda, alumia meu coração. São 110 anos com a bênção de Oxalá. Trilhando o caminho da cura, saravá."
;;;;
Reino Unido da Liberdade;Samba-Enredo;2019;;"Eu vou descer o morro espalhando axé!. Ogã toca aê o rumpilé. Sou Reino Unido, afro brasileiro. Zulmira é mãe do meu terreiro.
Olorum, meu canto é de liberdade. Eu vou enfeitar de verde e branco. A mais bela passarela da cidade. Festejar a chama e perpetuar. A alegria do Erê faz purificar. Invocar a força e a magia. Majestosa fantasia para exaltar. O negro que nos porões sofreu cruzando o mar. Ogum guerreiro fez acreditar. Que noutro dia o sol ia brilhar. Hoje sou rei, vou festejar, vem meu povo, vem sambar.
Eparrei yansã, oiá. Santa bárbara vem nos abençoar. Água de cheiro pra baiana me benzer. A furiosa faz meu corpo estremecer.
Gigante é a tradição, a arte, a história. Tão viva na memória. Não há chicote que me impeça de sonhar. De bater o meu tambor, firmar ponto no Conga. Tão gostoso é feijoada, o mugunzá. Tem lundu, maracatu para dançar. Berimbau na capoeira (capoeira, capoeira). O povo do morro não é de brincadeira. Ser negro é ser protagonista. Ter ponto de vista, não foge da luta. O Deus é pai, somos irmãos, todos iguais. Sem distinção, verdade absoluta."
Renascer de Jacarepaguá;Samba Enredo;2013;;"É mais que amor em poesia. A renascer me contagia. Traduz a emoção num samba só porque. Rio, eu gosto de você. Deus, me dê asas para voar. Eu preciso enxergar. De cima, como é mais bela. Um paraíso na terra. Sua obra prima singular.
Raiou… o sol brilhando é diferente. O dia firma, a pele sente. O clima de um doce lugar. Um verde acalanto sempre a receber. Olhos que se encantam por você. Meu ninho são flores,. Amores bailando no ar. E a sinfonia anuncia o despertar. Lalaiá lalaiá… despertar!.
Aquele abraço pertinho do céu. Laço de fé e beleza. O tempo guardou o relicário. Cenário da inspiração. O homem e a mãe natureza,. Feliz comunhão. Rio… rio…. Minha alma canta essa paixão. Sorrio… meu sorriso vem do coração.
É sublime namorar. O sol beijando o azul do mar. Se apaixonar ao entardecer. Vai renascer. O sonho de ver nesse meu carnaval. Da linda aquarela, o matiz natural. Preservado em meu olhar. Hoje, na apoteose, a maior felicidade. Maravilhosa cidade livre a cantar."
Renascer de Jacarepaguá;Samba Enredo;2015;;"Ô ô tambor de angola,. Batuque de gêge - nagô ô ô ô. Vou chamar zé tambozeiro pra versar. Oxalá dia de graça vai chegar!.
É jongo, é camafeu, é capoeira. Olha o peixeiro na feira!. Jurema no catimbó.. Antonio, filho da flecha certeira. O seu grito a ecoar:. Okê aarô odé maior.
Sereia, a Portela reunida vem cantar. Clareia, o seu verso criou asas pra voar. O mar serenou n’areia. Candeia, Candeia!.
Não basta ter inspiração. Pra cantar samba é preciso muito mais. A rima suada pra ganhar o pão. Lamento em louvor aos orixás. Ioiô, vem bater samba de roda pra iaiá. Que eu preciso nesse samba me encontrar. Alegrar o meu viver. Um rei, guardião de uma cultura popular. Ouça agora a voz de toda a renascer. Renascer de Jacarepaguá.
Axé! Candeia, axé!. A luz do quilombo no chão do terreiro. Axé! Irmão de fé!. Orgulho do sambista brasileiro."
Rocinha;Samba Enredo;2014;;"Tem rock no meu samba, Rocinha. Vou pra gandaia com a minha princesinha. Nesta Miami já fiquei lelé da cuca. Sorria! Você está na Barra da Tijuca.
Borboleta voa. Vamos viajar. Neste sonho de criança. Vou transpor o túnel e me encantar.
Visão de tanta beleza. Faz o sol se apaixonar. Verde esmeralda na onda a bailar. No espelho da água o céu quis se olhar. Lagoas que adocicam a boca do mar. Vem pra cá.
Há nova era, amor. De norte a sul modernidade e esplendor. Oh! Meu São Pedro, preciso me mudar. O paraíso é aqui neste lugar.
Voando, vou fazendo meu destino despertar. Entre alamedas de concreto. Tenho tudo num só lugar.
A emoção toma conta de mim. Uma alegria que não tem mais fim. Barra recebe o mundo soberana. Dá este orgulho a quem te ama. Eu quero me achar no seu amor. A medalha no meu peito. Faz neste bairro perfeito. Um vencedor."
Rocinha;Samba-Enredo;2019;;"Voa liberdade!. Entra na roda sinhá. Meu povo quer igualdade, respeito. Essa luta é tanto sua quanto minha. Vai ter quizomba. No quilombo da Rocinha.
Tire o preconceito do caminho. Que eu quero passar com minha cor. Plante flor sem ter espinhos. O ódio não flagela o amor. Senhor, a liberdade ainda não raiou. Quem deveria me chamar de irmão. Tem tanto desprezo na alma. Porque se somos iguais na raiz. Primatas na essência. Mas só a mim restou a cicatriz?.
Abre a porta da senzala ôôô. Me liberte das mazelas, ê favela. Bananas que a vida dá. A gente consome. Quando a fome apertar. Quero ver, quem não come.
E quando a liberdade é lei. De congo à Chico-Rei. A negritude é ouro. É arte que enfrenta a chibata. Nos terreiros de Ciata. É mão no couro. O negro é forte feito baobá. Verdadeira fortaleza. Coisa de orixá. Ê crioulo. Erga essa cabeça, vai na fé. Ê crioula. Mostra que a nossa raça. Não é só samba no pé. Não, mil vezes, não replique a dor. Que o preconceito fere igual punhal. Quando atravessa nosso peito."
;;;;
Rosas De Ouro;Samba Enredo;2006;;"Olhai por nós, oh meu senhor. Ilumina a igualdade social. E a Nação azul e rosa. Vai a luta orgulhosa. Contra o preconceito Racial.
Salve mãe negra. Berço da humanidade. É negra raiz, herança na cor.
Canta, minha Rosas de Ouro!. Exaltando nosso povo. Que a história humilhou.
África suntuosa e civilizada. Varrida pela ambição. Assim o teu tesouro se perdeu. Em nome da fé, negro foi escravizado. Do seu ventre arrancado. Fez prece para os orixás. Na certeza de não voltar jamais.
Em pleno navio negreiro, ô, ô, ô. Negro põe-se a lamentar. Crueldade e agonia. Testemunhadas pela Rainha do Mar.
Aportou no meu Brasil, a escravidão. Nos quilombos resistiu à exploração. Com a força do seu sangue construí. Riqueza que ele não usufruiu. Um sentimento de liberdade. Mascarado na verdade pela abolição. E hoje o negro canta. E que esse canto não seja em vão. E a sociedade vem clamando o seu perdão!."
Rosas de Ouro;Samba Enredo;2012;;"O vento sopra magia,. Vem viajar na imaginação.. Era uma vez, um reino abençoado. Onde imperava a igualdade,. Justiça e liberdade.. Em seus jardins, brotava a mais bela flor. E a rosa encantada, o mais lindo cenário enfeitou.. Às margens de um rio, o esplendor de um brasão. É meu orgulho, minha tradição. Sou mais um guerreiro nessa multidão..
As damas da corte num doce bailar,. Exuberância sem igual.. Ao som de violinos. Saudavam a guarda real..
Hei de lutar por minha bandeira. E defender meu ideal,. Mas a tirania trouxe a invasão. Na luta do bem contra o mal.. Buscando a prosperidade,. A esperança cruzou o mar. E no Brasil, um ser de luz nasceu para brilhar. Um lindo conto assim se fez, é o mais justo dos reis.. Hoje… a sua história é inspiração,. vou acreditar nessa conquista. Honrando as cores do meu pavilhão.
É mais que um caso de amor. Rosas de ouro, razão do meu viver.. Trazendo a Hungria no coração. E o sonho de ser campeão!."
Rosas de Ouro;Samba Enredo;2014;;"É tão bom recordar. Momentos marcantes da nossa história. Roseira impossível não lembrar. Roseira onde canta o sabiá.
O criador abençoou. Me fez nascer, num gesto de amor. E sentir na forma de sorrir a proteção. De um anjo lindo a me guiar. Pelos caminhos dessa vida. Viajei no tempo,. Nas minhas lembranças. De quando era uma criança. Que tinha medo do bicho papão. Fazia arte por todas as partes. Eu li, brinquei no mundo da imaginação.
Fui rebelde, o terror (buuuu). No baile dancei com você. Primeiro beijo, me apaixonei pra valer. Oh! Meu bem querer.
Quando dei por mim já havia crescido. Um cidadão na direção de ser feliz. Ganhei a consciência de lutar. Para mudar a cara desse meu país. E conseguindo me formar. O futuro começar. E nessa hora disse sim. São tantas cenas e canções. Que embalaram gerações. Nostalgia que invade o meu peito. Saudade!. Olho pro céu pra nunca te esquecer. Meu carnaval inesquecível. Combina com você!."
Rosas de Ouro;Samba Enredo;2015;;"Meu encanto vai brilhar,. Vem ver!. Pode o céu desabar,. Nada vai me conter. De azul e rosa levanto a bandeira. Pra te exaltar, roseira!.
Uma tempestade louca. Me deu mais força e poder de superar. Ao cortejo que fascina. Rosa menina mandou me chamar. Deixei... A fantasia me guiar. Pro sonho não faltou coragem. Feito criança me lancei no ar. O que importa o tempo?. Se quem me leva é o vento!. Estrelas vão iluminar o meu caminhar.
Lutar! Jogar a partida!. Saber... Ganhar ou perder. Ter fé no tabuleiro da vida. Você pode avançar e vencer!.
Vem do coração, o verdadeiro olhar. Se o amor prevalecer. Tudo vai se transformar. Verá o arco-íris nascer. O tesouro está dentro de você. A busca da felicidade. O caminho da consagração. Na passarela renasce a minha emoção."
Rosas de Ouro;Samba-Enredo;1976;;"Olha ai minha gente, ôôô.
Quem faltava chegou. Que delírio fascinante. Que beleza que ficou. Que maravilha. É rosas de ouro querida. No reino das sete cidades. Encantando a avenida.
.
Em piracuruca. Lá no piauí. Numa era bem distante, ali viveu. O grande povo tupi. Vem aí o curandeiro. É o velho catirina. Tira dor de sua gente. E não entende medicina.
.
Vamos simbora ê...ê....ê..... Vamos simbora. Vamos simbora ê...ê....ê..... Chegou a hora. E tem sumé. Em noite de lua cheia. Que ensina o plantio. Para o povo da aldeia. E o rei só bebe água. Da bica sagrada. Água,lágrimas da virgem. Que ali foi sacrificada. Laiá,laiá,laiá.."
Rosas de Ouro;Samba-Enredo;1981;;"Vou abraçado à folia. Com rosas de ouro. No chão desfilar. E, no caminho do ouro. A ilha do tesouro. Eu tenho de achar.
.
Ah! esta linda morena. De olhos tão verdes. Da côr do mar. Se transformou. Numa lenda. A  dama do cafezais .
.
E assim, se fez. Nosso tesouro tropical. Que desenhada nasceu. Pelas mãos do criador. Rio cachoeiras e cascatas. Formam um lindo véu de prata. Colorindo aquele chão. E suas matas verdejantes. Não, eu não quero distantes. Ilha do meu coração.
.
Lindas praias de areia branca. É ali que o mar descança. Do seu longo caminhar. Não, não pára. De rolar na areia. Esperando a lua cheia. Para o seu sonho, sonhar.
.
Girando vai a baiana. No giro do caiapó. Oi, na ciranda. Meu samba deu nó.."
Rosas de Ouro;Samba-Enredo;1983;;"É ou não é, a oitava maravilha. Que bonito visual. É rosas de ouro numa boa. Sorrindo à toa, que legal. Gira gira carrossel. O circo tem palhaço, faz a gente rir à toa. E que felicidade. Lembrar são paulo, do bonde e a garoa. Moço elegante almofadinha. De palheta, cravo na lapela.
.
Seresteiro, cadê a serenata. A lua cor de prata, flores pra donzela.
.
Ó carnaval. Onde estão os clarins. Que anunciavam os cordões. O corso, confeti e serpentina. Pierrot e colombina que alegravam multidões. A cortina vai se abrindo lentamente. Eis o palco de luzes faiscantes. O show é maravilhoso. Tem plumas paetês e vedetes fascinantes. Que beleza o teatro de revista. O habitué no seu traje principal. Casaco de pele, chapéu e pincine. Era o que não faltava no municipal.."
Rosas de Ouro;Samba-Enredo;1984;;"Lá no largo são francisco. Bem no centro de cidade. Dia 11 de agosto. Pendura na faculdade.
.
Rosas de ouro. Para o povo vem mostrar. Há muito tempo. Um convento. Foi se transformar. Em faculdade que formou. Expoentes da nação. Ouro preto o visconde. Rui barbosa. Rio branco o barão.
.
Zingarela. Saudações para os palmares. Navegando em verdes mares. Vem chegando o rei da vela.
.
Arcadas. O seu nome está presente. Nos deu tantos presidentes. Comandando a nossa terra. Arcadas. Prima em todo movimento. Alerta em todo momento. Na paz e na guerra.
.
Badalar. É movimento e tradições. Badalar. Do sino em nossos corações.."
Rosas de Ouro;Samba-Enredo;1985;;"Olhe no meu olhar pra sentir. O canto que vem de dentro de mim. Ô, ô, ô, ô, ô, ô. A rosas de ouro chegou. Se essa rua fosse minha eu implantava. Dentro do meu coração. Avenida são joão. Oh! meu amor, quero lhe oferecer. Uma estrela e uma flor. Uma boa idéia, meu senhor. Aquele tempo.... ô,ô,ô. Primeiro bonde a cavalo a conduzir. Os namorados em noite quente de amor.
.
Olê, olê, oleola. Na ladeira do joão. O correio foi morar.
.
No caipira o encontro do circo é pontual. Conservatório dramático musical. Embala mãe preta em seu altar. O ponto chic, americanos e blacks. A noite vai brilhar. Com damas e valetes ao luar. Ranchos escolas de samba e cordões. Um abraço aos antigos foliões.
.
Perfume o ar. Doirando o chão. Se faz garoa. Chove rosas de ilusão."
Rosas de Ouro;Samba-Enredo;1986;;"Sonhei, sonhei, sonhei. Feito um menino sonhei. Viajando pelo tempo. Ao sabor do vento. E lá vou eu. A passear pela cidade.
.
Num alto astral 2086. Me encantei.
.
Mas é estranho ver são paulo sem garoa. Sem aquela vida boa do século 20. Até xixi estão fazendo nas estrelas. E atrás da lua só prá chatear.
.
Oilá, oilá. Dólar na mão de plebeu. Oilá, oilá. Cruzeiro só em museu.
.
Óh! meu são jorge, guerreiro valente. Cadê a espada, tradição. Já usam laser prá matar o seu dragão. E a natureza que era bela. Da flor singela, agora é artificial. E vi um gênio genial, de um governo sideral. Organizando um baile em multicor. Saudade dos antigos carnavais. Da saudade de uma rosa que é de ouro. E fez meu povo delirar.
.
O que será o amanhã eu não sei. Só deus, só deus. Saberá responder.."
Rosas de Ouro;Samba-Enredo;1987;;"São paulo.
Palco de culturas regionais e internacionais. Laborioso é o povo. Não existem preconceitos raciais. A rosas de ouro se propõe mostrar. A maneira como vive. O povo que veio de lá. São grupos imigrantes e migrantes. Vem para o nosso torrão. Na esperança de vida melhor.
.
Que beleza, que satisfação. Os imigrantes estão em festa. É tempo de colheita. Foram felizes na sua plantação.
.
Uns trabalham na indústria. Outros no campo de culturas. Nesse pedaço de chão.
.
Glórias a este povo sofredor. Vem prá cidade paulista. Procurando trabalho. Seja o que for. São cearenses, mineiros e baianos. Pernambucanos, paraíbanos e outros mais.
.
Todo povo tem seu canto. O seu folclore, sua religião.
.
Hoje a rosas de ouro faz a festa. Prá todo o povo imigrante. E das nossas regiões.."
Rosas de Ouro;Samba-Enredo;1997;;"Amor fique à vontade. Rosas de ouro com prazer vai te servir. Vem de bandeja. Tudo o que você deseja. Pra saborear sorrir.
.
Põe pimenta, põe pimenta ..... A bateria aqui esquenta. Põe azeite, cravo, canela, alecrim. Nesse embalo eu vou até o fim.
.
Em cada esquina uma emoção. Na paulicéia é mesmo assim. É jeitinho brasileiro. No gingado e no tempero. Na maneira de curtir.
.
E da aproximação de costumes, rituais. A receita está no ar. O cardápio é variado. O sabor é de alegria ... vem provar. A arte culinária é sedução. Prazer celestial. São paulo vem mantendo a tradição. Na gula dessa massa colossal.
.
Nunca é tarde pra comer ... é hora. Quero mais e tem que ser ... agora. É a forma de viver ...feliz. Esse é o lazer que eu sempre quis.."
Rosas de Ouro;Samba-Enredo;1998;;"Me leva, roseira me leva. O samba da garoa é mais que sedução. Lá no céu, Adoniran. Ilumina minha inspiração.
Choram cavaquinho e violão. Um canto popular. Demônios da Garoa conquistando gerações. Nóis vai, nóis vem, nóis fica. O mestre deu a dica. Dá licença de contar. Din din donde nóis passemo. Só levamos alegria. O progressio não rasgou. A nossa fantasia.
Cascunduns, can, cans, cans, laiulás, ô ô ô. O trem das onze ainda apita na estação. Saudade da maloca, maloca do meu coração.
Sonhos, eternas melodias. Embalam a freguesia. Nesta homenagem a vocês. Rosas de Ouro dá o tom à poesia. Nas ondas do sucesso... olha aí!. Ói nóis aqui traveis!."
Rosas de Ouro;Samba-Enredo;1999;;"Noite chegando ao fim. O que será de mim. Fica comigo amor, extasiado estou. Diz quem sou eu, de onde vim, pra onde vou. (bis).
Todo mal vagueia na escuridão. Pecados, pecadores. Que se encontram nessas trevas. Que tal abrir seu coração. Sonhar, mergulhar na poesia. Se entregar à fantasia. Qual um verdadeiro folião.
Vem dê a mão. Vamos cantar, sorrir. Vem cá, é tempo de amar. Tempo de se redimir. (bis).
Temperança é a luz. Que nos conduz à alegria. Passo a passo me seduz. Vou cair nessa folia. Rosas, o paraíso que sonhei (sonhei). A felicidade encontrei.
Raio de luz vem clarear.... Que esplendor! O amanhecer. E tudo isso vai ficar. Mais lindo com você.
Eu quero ver essa roseira balançar. No ziriguidum, pra e pra cá. Tum tum tum, tá que tá. A bateria tá botando pra quebrar. (bis)."
Rosas de Ouro;Samba-Enredo;2000;;"Anunciou.... Um novo tempo despertou. Desarmando a mão da guerra. A nova era clareou!. Clareou!...minha São Paulo, iluminou. Indústrias e comércio. O sonho do progresso, aqui chegou!. A arte entra em cena, o riso e o cinema. Estradas que uniram esse país. Chateau teve a coragem e trouxe a imagem. Fazendo esse meu povo mais feliz. O show vai começar. Velho Guerreiro, alegria está no ar.
Na bola sou rei, o rei da bola!. Minha seleção... deita e rola!. Bola na rede, é gol!. O Anhembi vai gritar. Eu quero ver essa roseira balançar.
Alô! alô! Nonô!. Nosso presidente voador. Deu asas e brasilia então surgiu. Mudava a cara do nosso Brasil. E quem será, esse João?. Seu violão, é bossa nova!. O rock'in roll é liberdade. No esporte amador, felicidade. No peito um sentimento verdadeiro. É o orgulho de ser brasileiro.
Eu sou Rosas!. Sou muito mais!. Eu quero paz e amor...."
Rosas de Ouro;Samba-Enredo;2001;;"Vou expor a minha fantasia. Com alegria e amor. Para homenagear um mago, visionário, inovador. Caio de alcântara machado. Plantou o palco e neste palco é o show.
Quem vai querer ? quem vai comprar ?. Idéias estão soltas pelo ar. Oh! música, toca ao coração. No rádio, a grande comunicação. Vender, promover, apostar para vencer. tem feira, tem féria, tem café por aí. Olha! o gigante anhembi.
Balança roseira (sacode, sacode). Balança na fé (na fé, na fé). Arrepia bateria. Que na cabeça hoje vai dar jacaré.
No meu brasil, são paulo. É uma vitrine para o mundo. Feiras internacionais. Turismo de negócios, mais e mais. Divisas, eventos, oportunidades. Sonhar..., sonhou, acreditou na globalização. Tal meu carnaval, minha paixão.
Quem faz o que gosta faz meu bem. Acerta na mosca, meu bem. Tem tudo para ser feliz, feliz. Bem feliz."
Rosas de Ouro;Samba-Enredo;2002;;"Desde que o senhor criou o mundo. O homem se dispôs a trabalhar... pra se alimentar. Seu suor envolvido com a garra. Fez a semente germinar. O trigo abençoado pelo criador. Gerou cobiça entre as civilizações. Sua trajetória tropeçou. Na ignorância da humanidade. Sob um juramento, uma esperança, caminhou. Rumo à felicidade.
Na França uma cultura se desenvolveu. Cara feia era fome, só que o rico é que comeu. Maria Antonieta não teve perdão:. Coma brioches quem não tem o próprio pão (Refrão).
Trazido pelos portugueses ao Brasil. Na sua crença evoluiu. Tornou-se a base da alimentação. E a Rosas, respeitando o gosto de vocês. Seja um pão doce ou francês. Comemora trinta anos de alegria. Sambando vamos agradecer. O pão nosso de cada dia..
Vem sentir amor. O meu sabor no seu paladar. Vem me dê a mão. Que eu faço o pão. Pra massa inteira alimentar (Refrão)."
Rosas de Ouro;Samba-Enredo;2003;;"De bem com a vida lá vou eu Apreciar a beleza que ela. me deu Rumo aos circuitos das frutas Regado de verde. por todos os lados Tranqüilidade eu quero é mais Muita. paz e liberdade Um sol eternamente a brilhar Magias,. perfumes e cores Frutas de todos sabores Num cenário. natural Bem vindo ao paraíso Terra do agroturismo Vem. viver em alto astral .
Quantas delícias pra desfrutar Adoçar o paladar Bis. Com gosto de que? De um beijo doce de prazer .
Eu quero é me divertir No parque brincar...sou criança. a sorrir Um bom vinho vou provar Extravasar com o meu. cantar Fazer novas amizades...sentir a felicidade Que. maravilha! satisfação! As riquezas desse chão .
A Rosas é minha paixão E hoje vai te enlouquecer Bis. Com alegria e descontração Pra conquistar você."
Rosas de Ouro;Samba-Enredo;2004;;"Eu sou a Rosas de Ouro. Hoje vou te levar. Pela história em monumentos . Celebrando este momento. Vem comigo festejar . Eu sou a Rosas de Ouro. O meu perfume vai te embriagar. Com alegria trago arte e poesia pra te ver sambar.
. Pelos campos de Piratininga. Tupiniquins cantavam e dançavam ao luar . Contemplavam a natureza. Com a fartura da caça e da pesca do lugar. Jesuítas ali chegaram . Fundam São Paulo, nossa terra da garoa. Em volta da escola se formou. Aquele povoado prosperou. Dali partiram bravos bandeirantes. Desbravadores em busca de riquezas .
Um grito forte ecoou, sacudiu. As margens do Ipiranga, o imperador. Proclamou a independência do Brasil .
A vila dos tropeiros atraiu os imigrantes. Foi fundamental a imigração. No progresso, na cultura. Veio a revolução pela constituição. E a metrópole se transformou. Uma nova arquitetura. De um artista genial. Feliz cidade monumental."
Rosas de Ouro;Samba-Enredo;2005;;"Conta a lenda. Uma prova de amor, uma transformação. Afrodite chorou, derramou seu encanto. Uma rosa nasceu, o mar se perfumou. Um mundo pleno de vida, maravilhoso jardim. Sonho enfeitado, com  flores e rubís. Pro rei se deslumbrar, do reino de sabá. A rainha mandou levar. Gente jovem pra agradar. Mil belezas de encantar. Cidade eterna ....ôôô. Ornada com rosas. Festas e banquetes. Loucuras no ar.
Divina imagem com rosas aos seus pés. É o amor. Do alto homenagens em forma de flôr. Que esplendor.
Na guerra das rosas muito sangue derramou. A ordem criada por dom pedro imperador. A rosa de hiroshima, poetinha criador. A musa de caymmi, que cartola eternizou. Linda mulher, a mais perfeita flôr.
Um mar de rosas. De ouro pra entregar. Iemanjá .... Abra os caminhos,. Minha escola vai passar.."
